objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
7731,7CH36,Keystone St,135 Keystone St,IS,,703740004,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1595; METERED_FL=U; PLACEMENT=MIGRATED,7CH36,,,MU,MUCENT,1992,,,,1,,1177632000000,connorsm,1240790400000,{AE784A16-F5A4-56D0-AAFB-9F85EF19048D},-71.165268358999981,42.267260225000030,135 (STREET_FEA 2391),STREET_FEA 2391,42,derived_0_50_ft,boston-sam,81527,135 Keystone St,Keystone St,42.26723865,-71.16542062,Fairlane Road & Salman Street,238,nearest_address
7734,9DH90,Bobolink St,19 Bobolink St,IS,,904740139,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3295; METERED_FL=U; PLACEMENT=MIGRATED,9DH90,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1240876800000,{4F8BCB21-FD59-5722-9ED7-5E04E2D4050F},-71.145535311999936,42.273728706000043,19 (STREET_FEA 577),STREET_FEA 577,60,derived_50_100_ft,boston-sam,16697,19 Bobolink St,Bobolink St,42.27376865,-71.14575061,Bobolink Street & Pheasant Street,183,nearest_address
7752,7CH108,Birch Rd,39 Birch Rd,IS,,703740106,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3117; METERED_FL=U; PLACEMENT=MIGRATED,7CH108,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{793DC9C1-3137-55CF-890F-05B9BD57EAB3},-71.159366343999977,42.263093901000047,39 (STREET_FEA 534),STREET_FEA 534,35,derived_0_50_ft,boston-sam,15549,39 Birch Rd,Birch Rd,42.26313865,-71.15948062,Oak Road & Pond Road,173,nearest_address
7756,7CH115,Cedar Rd,19 Cedar Rd,IS,,703740094,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=951; METERED_FL=U; PLACEMENT=MIGRATED,7CH115,,,MU,MUCENT,1992,,,,1,,1177632000000,connorsm,1240790400000,{AA96DC5E-9243-5CB5-B923-5A4862C273A3},-71.160553205999975,42.263567559000080,19 OPP (STREET_FEA 853),STREET_FEA 853,49,derived_0_50_ft,boston-sam,26703,19 Cedar Rd,Cedar Rd,42.26343280,-71.16055214,Cedar Road & Cherry Road,92,nearest_address
7771,6DH74,De Soto Rd,90 De Soto Rd,IS,,604740048,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4619; METERED_FL=U; PLACEMENT=MIGRATED,6DH74,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1236643200000,{C46C11A9-4181-56F4-8E36-E5B6C09F94D5},-71.152065266999955,42.260175485000048,90 (STREET_FEA 1324),STREET_FEA 1324,41,derived_0_50_ft,boston-sam,46811,90 De Soto Rd,De Soto Rd,42.26026865,-71.15198062,De Soto Road & Trevore Street,161,nearest_address
7782,8DH30,Partridge St,77 Partridge St,IS,,804740011,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3954; METERED_FL=U; PLACEMENT=MIGRATED,8DH30,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1237161600000,{6677238C-2DA1-5455-BB65-567A7C49312B},-71.148297573999969,42.272542615000077,77 (STREET_FEA 3243),STREET_FEA 3243,35,derived_0_50_ft,boston-sam,108412,77 Partridge St,Partridge St,42.27260865,-71.14839062,Partridge Street & Sparrow Street,51,nearest_address
7797,13CH12,Independence Drive,Near Independence Drive & Veterans of Foreign Wars Parkway,IS,,1303740029,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2262; METERED_FL=U; PLACEMENT=MIGRATED,13CH12,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{DC5A0477-8846-51CF-9C0B-CBC957DE5083},-71.158029969999973,42.295680858000026,546 OPP (STREET_FEA 4300),STREET_FEA 4300,158,intersection_preferred_150_plus_ft,boston-sam,140354,560 VFW Pkwy,VFW Pkwy,42.29533866,-71.15767062,Independence Drive & Veterans of Foreign Wars Parkway,98,nearest_intersection
7801,9BH6,Ledge Hill Road,Near Ledge Hill Road & Spring Street,IS,,902740024,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,9BH6,,,MH,U,,,,,1,,1177632000000,blundonr,1282694400000,{1C708C66-163B-55BB-8F32-8BAFE555E546},-71.171452063999936,42.274134476000029,STREET_FEA 4401,STREET_FEA 4401,462,intersection_preferred_150_plus_ft,boston-sam,129572,262 Spring St,Spring St,42.27328865,-71.17017062,Ledge Hill Road & Spring Street,402,nearest_intersection
7802,11CH182,Hastings St,64 Hastings St,IS,,1103740082,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2908; METERED_FL=U; PLACEMENT=MIGRATED,11CH182,,,KE,KEK81-A,2007,,,,1,,1177632000000,blundonr,1255478400000,{2CDD120F-734F-5BDB-9F40-6DEA7F51B62D},-71.158023075999949,42.287160168000071,64 (STREET_FEA 2064),STREET_FEA 2064,47,derived_0_50_ft,boston-sam,71172,64 Hastings St,Hastings St,42.28707866,-71.15816062,Atwill Road & Park Street,357,nearest_address
7815,9CH120,Spring St,45 Spring St,IS,,903740014,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=153; METERED_FL=U; PLACEMENT=MIGRATED,9CH120,,,KE,KEK81-A,1973,,,,1,,1177632000000,connorsm,1240876800000,{1EFBE78E-44B8-59AC-98C6-859C9FF4A4A8},-71.162141380999969,42.277819132000047,41 (STREET_FEA 3967),STREET_FEA 3967,51,derived_50_100_ft,boston-sam,129592,45 Spring St,Spring St,42.27786499,-71.16232075,Alaric Street & Spring Street,82,nearest_address
7834,12DH152,Pleasant Valley Cir,27 Pleasant Valley Cir,IS,,1204740170,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=96; METERED_FL=U; PLACEMENT=MIGRATED,12DH152,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{E130072B-70ED-57A4-AC56-CA4F47FBFB48},-71.145368074999965,42.289719490000039,27 (STREET_FEA 3333),STREET_FEA 3333,52,derived_50_100_ft,boston-sam,111325,27 Pleasant Valley Cir,Pleasant Valley Cir,42.28971866,-71.14556062,Church Street & Paulman Circle,296,nearest_address
7862,12DH188,Willow St,134 Willow St,IS,859852800000,1204740188,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4551; METERED_FL=U; PLACEMENT=MIGRATED,12DH188,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1255478400000,{2F49C576-F1A7-5B07-8D31-C6B18EC375AB},-71.154595530999984,42.290610615000048,134 (STREET_FEA 4550),STREET_FEA 4550,71,derived_50_100_ft,boston-sam,150241,134 Willow St,Willow St,42.29055866,-71.15485062,Willow Street & Willow Terrace,23,nearest_address
7880,12CH18,Furbush Rd,10 Furbush Rd,IS,536457600000,1203740061,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3056; METERED_FL=U; PLACEMENT=MIGRATED,12CH18,,,US,USMET250,1987,,,,1,,1177632000000,blundonr,1255478400000,{C26461A1-B9C2-531E-BA93-9320515F6412},-71.168702999999937,42.292466128000058,10 (STREET_FEA 1765),STREET_FEA 1765,33,derived_0_50_ft,boston-sam,61518,10 Furbush Rd,Furbush Rd,42.29250866,-71.16881062,Furbush Road & Newfield Street,41,nearest_address
7889,12DH12,Westover St,30 Westover St,IS,898992000000,1204740084,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4430; METERED_FL=U; PLACEMENT=MIGRATED,12DH12,,,MU,MUCENT,1976,,,,1,,1177632000000,blundonr,1255478400000,{73CD99E6-BCB2-5BCA-9075-5AF7F1CA1B14},-71.157136931999958,42.292370598000048,30 (STREET_FEA 4484),STREET_FEA 4484,40,derived_0_50_ft,boston-sam,148835,30 Westover St,Westover St,42.29234866,-71.15728062,Maple Street & Weld Street,296,nearest_address
7892,12DH72,Greaton Rd,97 Greaton Rd,IS,691545600000,1204740117,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3816; METERED_FL=U; PLACEMENT=MIGRATED,12DH72,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{A27B9B3E-E5F1-549B-BE6C-EF90C6E0E436},-71.151925444999961,42.291343249000079,97 (STREET_FEA 1905),STREET_FEA 1905,57,derived_50_100_ft,boston-sam,66226,97 Greaton Rd,Greaton Rd,42.29146866,-71.15180062,Greaton Road & Schirmer Road,32,nearest_address
7911,10DH110,Park St,235 Park St,IS,,1004740066,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=613; METERED_FL=U; PLACEMENT=MIGRATED,10DH110,,,US,USMET250,1987,,,,1,,1177632000000,palaciolv,1236211200000,{FA6F2FAD-D979-52A0-B53F-B53FAE99D15F},-71.150259861999984,42.281842828000038,235 (STREET_FEA 3215),STREET_FEA 3215,49,derived_0_50_ft,boston-sam,107488,235 Park St,Park St,42.28176866,-71.15041062,Boxford Terrace & Park Street,39,nearest_address
7913,8DH40,Alleyne St,10 Alleyne St,IS,,804740007,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1168; METERED_FL=U; PLACEMENT=MIGRATED,8DH40,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{75B32BFD-9414-514A-9E37-C9D3F0411B2B},-71.147258323999949,42.272661690000064,10 OPP (STREET_FEA 203),STREET_FEA 203,73,derived_50_100_ft,boston-sam,2318,10 Alleyne St,Alleyne St,42.27257865,-71.14701062,Alleyne Street & Cowing Street,161,nearest_address
7916,9DH52,Brier Rd,15 Brier Rd,IS,,904740091,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3865; METERED_FL=U; PLACEMENT=MIGRATED,9DH52,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1237420800000,{23AD4199-EC45-53F4-B172-A86386F93A2C},-71.151707280999972,42.275435732000062,15 (STREET_FEA 670),STREET_FEA 670,42,derived_0_50_ft,boston-sam,20033,15 Brier Rd,Brier Rd,42.27545865,-71.15186062,Brier Road & Lagrange Street,241,nearest_address
7926,8DH20,Partridge St,101 Partridge St,IS,,804740019,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2691; METERED_FL=U; PLACEMENT=MIGRATED,8DH20,,,KE,KEK81-A,1995,,,,1,,1177632000000,chalmersh,1237161600000,{36FFCCD4-B747-53F1-8675-2F2948E8AE2E},-71.149093510999933,42.271878494000077,101 (STREET_FEA 3243),STREET_FEA 3243,46,derived_0_50_ft,boston-sam,108384,101 Partridge St,Partridge St,42.27196865,-71.14921062,Maplewood Street & Partridge Street,48,nearest_address
7936,11CH184,Hastings St,86 Hastings St,IS,,1103740066,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2908; METERED_FL=U; PLACEMENT=MIGRATED,11CH184,,,KE,KEK11,1973,,,,1,,1177632000000,blundonr,1255478400000,{F94753F4-ADA7-59AC-9ADF-E3B29C74F90B},-71.158724886999948,42.287667082000041,86 (STREET_FEA 2064),STREET_FEA 2064,47,derived_0_50_ft,boston-sam,71182,86 Hastings St,Hastings St,42.28756866,-71.15884062,Hastings Street & Montview Street,111,nearest_address
7948,11DH68,Clement Ave,82 Clement Ave,IS,,1104740129,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2823; METERED_FL=U; PLACEMENT=MIGRATED,11DH68,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{FEAE5E26-EB9F-5677-BB35-681E8824F372},-71.150993834999952,42.285458825000035,78 (STREET_FEA 1028),STREET_FEA 1028,54,derived_50_100_ft,boston-sam,33807,82 Clement Ave,Clement Ave,42.28531866,-71.15106062,Clement Avenue & Meredith Street,232,nearest_address
7954,7CH82,Linden Rd,67 Linden Rd,IS,,703740053,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1251; METERED_FL=U; PLACEMENT=MIGRATED,7CH82,,,MU,MUCENT,1991,,,,1,,1177632000000,denapolipd,1250208000000,{EA3A1F6D-D62D-5DF8-B4D1-99F108326482},-71.161500944999943,42.265161910000074,STREET_FEA 2557,STREET_FEA 2557,93,derived_50_100_ft,boston-sam,86387,67 Linden Rd,Linden Rd,42.26495865,-71.16171062,Chestnut Road & Cottage Road,166,nearest_address
7971,9DH134,Robin St,27 Robin St,IS,,904740058,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=486; METERED_FL=U; PLACEMENT=MIGRATED,9DH134,,,KE,KEK81,2010,,,,1,,1177632000000,chalmersh,1237420800000,{B1E8056A-6B4A-5F89-99E8-3C1A75F348FE},-71.146110069999963,42.276559439000039,27 (STREET_FEA 3629),STREET_FEA 3629,31,derived_0_50_ft,boston-sam,117334,27 Robin St,Robin St,42.27649866,-71.14603061,Bellevue Street & Robin Street,46,nearest_address
7982,9DH146,Wren St,210 Wren St,IS,801964800000,904740013,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2728; METERED_FL=U; PLACEMENT=MIGRATED,9DH146,,,KE,KEK81-A,1995,,,,1,,1177632000000,chalmersh,1237420800000,{2248FEF0-548D-506A-A4DD-502E0C8C9939},-71.146224058999962,42.277828082000042,214 (STREET_FEA 4643),STREET_FEA 4643,66,derived_50_100_ft,boston-sam,152890,210 Wren St,Wren St,42.27800866,-71.14621061,Martin Street & Wren Street,237,nearest_address
7987,11CH62,Sherbrook St,19 Sherbrook St,IS,,1103740171,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1317; METERED_FL=U; PLACEMENT=MIGRATED,11CH62,,,US,USMET250,1991,,,,1,,1177632000000,chalmersh,1240358400000,{B56BF1FE-CE34-50F9-B07C-165CD6BCC965},-71.163834594999969,42.284716518000039,19 (STREET_FEA 3882),STREET_FEA 3882,40,derived_0_50_ft,boston-sam,126776,19 Sherbrook St,Sherbrook St,42.28475866,-71.16397062,Dent Street & Sherbrook Street,226,nearest_address
7995,11CH40,Vermont St,298 Vermont St,IS,1069027200000,1103740120,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=824; METERED_FL=U; PLACEMENT=MIGRATED,11CH40,,,KE,KEK81-A,2012,,,,1,,1177632000000,blundonr,1255478400000,{8919EC0F-7C4D-585B-8D0B-684A1D0129E5},-71.167055807999986,42.286215707000053,298 (STREET_FEA 4289),STREET_FEA 4289,39,derived_0_50_ft,boston-sam,140009,298 Vermont St,Vermont St,42.28617866,-71.16692062,Carroll Street & Vermont Street,31,nearest_address
7996,9DH152,Homewood Rd,10 Homewood Rd,IS,,904740152,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3769; METERED_FL=U; PLACEMENT=connorsm,9DH152,,,MU,MUCENT,1991,,,,1,,1193097600000,blundonr,1255478400000,{CA6C561B-EACC-5637-9F7F-56B4E61DDBB4},-71.156694996999988,42.277644161000069,10 (STREET_FEA 2195),STREET_FEA 2195,37,derived_0_50_ft,boston-sam,75142,10 Homewood Rd,Homewood Rd,42.27769865,-71.15681062,Homewood Road & Saint Theresa Avenue,185,nearest_address
8038,7CH83,Chestnut Rd,27 Chestnut Rd,IS,,703740054,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4359; METERED_FL=U; PLACEMENT=MIGRATED,7CH83,,,MU,MUCENT,1992,,,,1,,1177632000000,connorsm,1240790400000,{DA4786B4-31C0-5BC0-BCB1-2243319FE916},-71.160938956999985,42.264998055000035,27 BACK (STREET_FEA 962),STREET_FEA 962,50,derived_0_50_ft,boston-sam,31272,27 Chestnut Rd,Chestnut Rd,42.26489865,-71.16081062,Chestnut Road & Walnut Road,60,nearest_address
8065,7CH16,Salman St,113 Salman St,IS,,703740117,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4009; METERED_FL=U; PLACEMENT=MIGRATED,7CH16,,,WA,WAWB67P,1987,,,,1,,1177632000000,connorsm,1240790400000,{E4FBD061-8AA4-57F7-8B8B-65266C4CF51C},-71.165934177999986,42.262538412000026,113 (STREET_FEA 3779),STREET_FEA 3779,48,derived_0_50_ft,boston-sam,122028,113 Salman St,Salman St,42.26258865,-71.16610062,Salman Street & Stimson Street,252,nearest_address
8071,7CH66,Centre St,2496 Centre St,IS,,703740050,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2685; METERED_FL=U; PLACEMENT=MIGRATED,7CH66,,,MU,MUCENT,1992,,,,1,,1177632000000,connorsm,1240790400000,{19B410E1-A012-519A-9F78-EEF311F82D8C},-71.162803822999933,42.265263111000024,2496 (STREET_FEA 886),STREET_FEA 886,47,derived_0_50_ft,boston-sam,27901,2496 Centre St,Centre St,42.26530865,-71.16264062,Centre Street & Maple Road,114,nearest_address
8080,11CH28,Temple Ter,7 Temple Ter,IS,,1103740080,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3280; METERED_FL=U; PLACEMENT=MIGRATED,11CH28,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1240272000000,{638D0C4A-3AD1-50EC-90A9-15EDA3D521AE},-71.170219729999985,42.287275842000042,7 (STREET_FEA 4126),STREET_FEA 4126,36,derived_0_50_ft,boston-sam,347172,7 Temple Ter,Temple Ter,42.28718908,-71.17015450,Temple Street & Temple Terrace,132,nearest_address
8092,11CH166,Grayfield Ave,87 Grayfield Ave,IS,1022889600000,1103740039,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2962; METERED_FL=U; PLACEMENT=MIGRATED,11CH166,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1271808000000,{F04981CE-3BB1-5B58-AD03-77D3858E37EE},-71.162362039999948,42.288182946000063,87 (STREET_FEA 1903),STREET_FEA 1903,74,derived_50_100_ft,boston-sam,66122,87 Grayfield Ave,Grayfield Ave,42.28837866,-71.16243062,Grayfield Avenue & Mount Vernon Street,306,nearest_address
8098,10DH140,Stratford St,215 Stratford St,IS,1210118400000,1004740112,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3799; METERED_FL=U; PLACEMENT=MIGRATED,10DH140,,,KE,KEK81-A,2008,,,,1,,1177632000000,chalmersh,1281484800000,{19112358-DCCB-5A9E-9D19-F0BEC59CF755},-71.145435820999978,42.279830912000079,215 (STREET_FEA 4027),STREET_FEA 4027,37,derived_0_50_ft,boston-sam,131199,215 Stratford St,Stratford St,42.27972865,-71.14544061,Saville Street & Stratford Street,148,nearest_address
8112,9DH56,Shaw St,33-35 Shaw St,IS,,904740117,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3954; METERED_FL=U; PLACEMENT=MIGRATED,9DH56,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1237507200000,{39F9BE46-4F6B-5031-A648-B24DA7150CEC},-71.150582729999940,42.274566798000080,33-35 (STREET_FEA 3865),STREET_FEA 3865,48,derived_0_50_ft,boston-sam,126001,33-35 Shaw St,Shaw St,42.27454865,-71.15076062,Shaw Street & Sparrow Street,224,nearest_address
8149,11DH42,Chester Pl,12 Chester Pl,IS,,1104740175,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2688; METERED_FL=U; PLACEMENT=MIGRATED,11DH42,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{F7B72BC9-5EBE-581D-90DE-1E6D443569C9},-71.155937114999972,42.288223401000039,11 (STREET_FEA 956),STREET_FEA 956,44,derived_0_50_ft,boston-sam,30818,12 Chester Pl,Chester Pl,42.28815866,-71.15580062,Chester Place & Maple Street,250,nearest_address
8154,9DH70,Lagrange St,232 Lagrange St,IS,,904740063,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=171; METERED_FL=U; PLACEMENT=MIGRATED,9DH70,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1244505600000,{483A01CF-5B29-57BD-B47D-25506EDB21CD},-71.152031749999935,42.276458925000043,221 (STREET_FEA 2426),STREET_FEA 2426,80,derived_50_100_ft,boston-sam,82718,232 Lagrange St,Lagrange St,42.27632865,-71.15227062,John Alden Road & Lagrange Street,90,nearest_address
8165,12CH114,Avalon Rd,71 Avalon Rd,IS,,1203740031,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2688; METERED_FL=U; PLACEMENT=MIGRATED,12CH114,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{43B99FCB-27F7-5694-B53D-F37D005F5541},-71.160509996999963,42.293599631000063,71 (STREET_FEA 358),STREET_FEA 358,43,derived_0_50_ft,boston-sam,6839,71 Avalon Rd,Avalon Rd,42.29369866,-71.16042062,Avalon Road & Maple Street,63,nearest_address
8177,13EH18,Buchanan Rd,89 Buchanan Rd,IS,,1305740049,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3385; METERED_FL=U; PLACEMENT=MIGRATED,13EH18,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{27D5A501-F46B-5E9A-BA1E-F4E675E86E7C},-71.139084841999988,42.295049962000064,89 (STREET_FEA 722),STREET_FEA 722,52,derived_50_100_ft,boston-sam,23185,89 Buchanan Rd,Buchanan Rd,42.29516866,-71.13919061,Buchanan Road & President Road,60,nearest_address
8179,8DH32,Searle Rd,93 Searle Rd,IS,,804740005,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2691; METERED_FL=U; PLACEMENT=MIGRATED,8DH32,,,KE,KEK81-A,2008,,,,1,,1177632000000,ChalmersH,1391644800000,{6DDB65C5-EA76-5355-86B7-1BD954D0CA1D},-71.149441575999958,42.272671406000029,94 OPP (STREET_FEA 3835),STREET_FEA 3835,55,derived_50_100_ft,boston-sam,124095,93 Searle Rd,Searle Rd,42.27269965,-71.14964162,Eagle Street & Maplewood Street,188,nearest_address
8186,11DH102,Redlands Rd,39 Redlands Rd,IS,1036195200000,1104740027,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=886; METERED_FL=U; PLACEMENT=MIGRATED,11DH102,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{325F6E0A-CAD2-5B00-969B-1CC360333585},-71.151821396999935,42.288532469000074,43 (STREET_FEA 3539),STREET_FEA 3539,51,derived_50_100_ft,boston-sam,115049,39 Redlands Rd,Redlands Rd,42.28852866,-71.15163062,Willow Street & Wilna Court,323,nearest_address
8207,7CH104,Chestnut Rd,51 Chestnut Rd,IS,,703740068,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3347; METERED_FL=U; PLACEMENT=MIGRATED,7CH104,,,MU,MUCENT,2000,,,,1,,1177632000000,connorsm,1240790400000,{AFF7D4C1-8B0F-57B9-A0C6-F195BCE7FFC8},-71.159989987999950,42.264425003000042,51 OPP (STREET_FEA 962),STREET_FEA 962,36,derived_0_50_ft,boston-sam,31274,51 Chestnut Rd,Chestnut Rd,42.26436865,-71.16010062,Chestnut Road & Pond Road,31,nearest_address
8225,12DH144,Weld St,372 Weld St,IS,1037232000000,1204740049,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3532; METERED_FL=U; PLACEMENT=MIGRATED,12DH144,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{9BD1E9E6-8D13-5EB8-B87D-8B9DAA365007},-71.148498468999946,42.293126379000057,372 (STREET_FEA 4430),STREET_FEA 4430,46,derived_0_50_ft,boston-sam,147136,372 Weld St,Weld St,42.29311866,-71.14867062,Realton Road & Weld Street,77,nearest_address
8226,9DH130,Bellevue St,275 Bellevue St,IS,,904740037,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2728; METERED_FL=U; PLACEMENT=MIGRATED,9DH130,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{08931062-305B-5DD8-A4D2-85D97E99640D},-71.147936046999973,42.277211048000026,275 (STREET_FEA 486),STREET_FEA 486,45,derived_0_50_ft,boston-sam,13945,275 Bellevue St,Bellevue St,42.27708865,-71.14795061,Bellevue Street & Martin Street,31,nearest_address
8228,8CH96,Baker St,16 Baker St,IS,,803740040,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=886; METERED_FL=U; PLACEMENT=MIGRATED,8CH96,,,DA,ADB-62-B,1985,,,,1,,1177632000000,blundonr,1255478400000,{3FCFD6AE-C859-5FC9-B2EC-CB927239774D},-71.162595140999940,42.271318568000027,16 (STREET_FEA 384),STREET_FEA 384,37,derived_0_50_ft,boston-sam,7651,16 Baker St,Baker St,42.27123865,-71.16268062,Baker Street & Centre Lane,212,nearest_address
8241,13DH26,Hollywood Rd,36 Hollywood Rd,IS,677289600000,1304740036,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4553; METERED_FL=U; PLACEMENT=MIGRATED,13DH26,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{08C09B00-FFC8-5DAC-9127-611CCB26DEEC},-71.148100658999965,42.296017483000071,40 (STREET_FEA 2186),STREET_FEA 2186,47,derived_0_50_ft,boston-sam,74749,36 Hollywood Rd,Hollywood Rd,42.29611866,-71.14821062,Clearwater Road & Veterans of Foreign Wars Parkway,215,nearest_address
8245,11CH72,Vermont St,278 Vermont St,IS,1069027200000,1103740096,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=168; METERED_FL=U; PLACEMENT=MIGRATED,11CH72,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{CF682C28-ADEC-55B5-9674-AD863F1F552E},-71.166237990999946,42.286772978000045,278 (STREET_FEA 4289),STREET_FEA 4289,27,derived_0_50_ft,boston-sam,139999,278 Vermont St,Vermont St,42.28673866,-71.16615062,Albright Street & Vermont Street,44,nearest_address
8247,6DH64,Georgetowne Dr,170-192 Georgetowne Dr,IS,,604740056,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=69; METERED_FL=U; PLACEMENT=MIGRATED,6DH64,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{1FA68C05-DC49-5D63-B6C7-F87583B79746},-71.147248974999968,42.259658933000026,192 (STREET_FEA 1807),STREET_FEA 1807,60,derived_50_100_ft,boston-sam,344063,170-192 Georgetowne Dr,Georgetowne Dr,42.25982202,-71.14727875,Georgetowne Drive & West Boundary Road,489,nearest_address
8263,9DH16,Myles Standish Rd,19 Myles Standish Rd,IS,,904740089,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3769; METERED_FL=U; PLACEMENT=MIGRATED,9DH16,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{55BF7C84-F7F9-5FB7-8E43-0ABDC2CA2D97},-71.153066265999939,42.275482033000060,19 (STREET_FEA 3984),STREET_FEA 3984,42,derived_0_50_ft,boston-sam,99590,19 Myles Standish Rd,Myles Standish Rd,42.27547865,-71.15291062,Myles Standish Road & Saint Theresa Avenue,84,nearest_address
