objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
3837,14GH90,Washington St,3567 Washington St,IS,,1407740058,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=743; METERED_FL=U; PLACEMENT=MIGRATED,14GH90,,,US,USMET250,1987,,,,1,,1177632000000,connorsm,1237334400000,{D1D38EAC-7F05-543E-ACC5-E4251A60BC20},-71.109701580999968,42.304312765000077,3567 (STREET_FEA 4395),STREET_FEA 4395,60,derived_50_100_ft,boston-sam,144954,3567 Washington St,Washington St,42.30438866,-71.10990060,Burnett Street & Washington Street,176,nearest_address
3844,12GH74,Rodman St,19 Rodman St,IS,,1207740021,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3246; METERED_FL=U; PLACEMENT=MIGRATED,12GH74,,,MU,MUCENT,1991,,,,1,,1177632000000,chalmersh,1240444800000,{8CFCEDAB-CFF6-554C-AB9C-C4973AA2880A},-71.115733941999963,42.292989083000066,21 (STREET_FEA 3657),STREET_FEA 3657,47,derived_0_50_ft,boston-sam,118037,19 Rodman St,Rodman St,42.29294866,-71.11590061,Eldridge Road & Herbertson Road,293,nearest_address
3857,14GH133,Hampstead Ln,9 Hampstead Ln,IS,,1407740089,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1997; METERED_FL=U; PLACEMENT=MIGRATED,14GH133,,,MU,MUCENT,1992,,,,1,,1177632000000,connorsm,1237334400000,{8B530857-DC6E-5556-97FC-19E49E95AE84},-71.116704726999956,42.303343306000045,STREET_FEA 1996,STREET_FEA 1996,87,derived_50_100_ft,boston-sam,68584,9 Hampstead Ln,Hampstead Ln,42.30334866,-71.11638061,Hampstead Lane & Hampstead Road,295,nearest_address
3858,15FH60,May St,8 May St,IS,,1506740061,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=882; METERED_FL=U; PLACEMENT=MIGRATED,15FH60,,,SM,SM2P,1973,,,,1,,1177632000000,denapolipd,1250035200000,{AB1CB927-D89F-50E9-8651-D6CE0EA4026B},-71.122789532999946,42.309375126000077,8 (STREET_FEA 2767),STREET_FEA 2767,60,derived_50_100_ft,boston-sam,93186,8 May St,May St,42.30938866,-71.12301061,Arborway & Centre Street,202,nearest_address
3872,17GH154,Forbes St,43-45 Forbes St,IS,,1707740030,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=882; METERED_FL=U; PLACEMENT=MIGRATED,17GH154,,,MU,MUCENT,1993,,,,1,,1177632000000,palaciolv,1231459200000,{F20FB86A-0668-5965-9AD5-03D3B0DBF45F},-71.106897909999986,42.321162389000051,39 (STREET_FEA 1687),STREET_FEA 1687,48,derived_0_50_ft,boston-sam,59208,43-45 Forbes St,Forbes St,42.32103166,-71.10689660,Cranston Street & Sheridan Street,221,nearest_address
3882,14GH132,Williams St,74 Williams St,IS,1131062400000,1407740007,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1401; METERED_FL=U; PLACEMENT=MIGRATED,14GH132,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1235779200000,{2497A400-E0E5-5F4A-A2E5-C21CAC198BCD},-71.106326753999952,42.305475289000071,74 (STREET_FEA 4541),STREET_FEA 4541,46,derived_0_50_ft,boston-sam,150102,74 Williams St,Williams St,42.30556066,-71.10620160,Dungarven Road & Williams Street,20,nearest_address
3907,17GH18,Jamaicaway,Near Jamaicaway & Perkins Street,IS,,1707740025,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2298; METERED_FL=U; PLACEMENT=MIGRATED,17GH18,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1461283200000,{60FC3655-B81D-5A5C-94AE-9F67A8931081},-71.118017651999935,42.321274175000042,STREET_FEA 3283,STREET_FEA 3283,293,intersection_preferred_150_plus_ft,boston-sam,347229,330 Perkins St,Perkins St,42.32119290,-71.11910086,Jamaicaway & Perkins Street,394,nearest_intersection
3928,15HH10,Lourdes Ave,35-41 Lourdes Ave,IS,892944000000,1508740086,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1696; METERED_FL=U; PLACEMENT=MIGRATED,15HH10,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{F2ADEFFF-4B2A-5609-9E96-6D296868AF3F},-71.103748970999959,42.306971696000062,37 (STREET_FEA 2616),STREET_FEA 2616,43,derived_0_50_ft,boston-sam,421350,35-41 Lourdes Ave,Lourdes Ave,42.30687688,-71.10384303,Forest Hills Street & Lourdes Avenue,305,nearest_address
3948,15GH52,Atwood Sq,1-7 Atwood Sq,IS,,1507740144,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1225; METERED_FL=U; PLACEMENT=MIGRATED,15GH52,,,MU,MUCENT,1993,,,,1,,1177632000000,connorsm,1237420800000,{8D2337A9-D604-5E5A-9A00-669A71EA1B60},-71.115554268999972,42.307379125000068,67 (STREET_FEA 3936),STREET_FEA 3936,50,derived_0_50_ft,boston-sam,351497,1-7 Atwood Sq,Atwood Sq,42.30728480,-71.11568954,Atwood Square & South Street,48,nearest_address
3963,17HH82,W Walnut Park,90-92 W Walnut Park,IS,,1708740094,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2851; METERED_FL=U; PLACEMENT=MIGRATED,17HH82,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1231459200000,{50164BC1-E1C2-51F2-8BD9-8ED95C0BA18C},-71.100500787999977,42.318447082000034,86-88 (STREET_FEA 109),STREET_FEA 109,38,derived_0_50_ft,boston-sam,142232,90-92 W Walnut Park,W Walnut Park,42.31842866,-71.10064060,Miles Street & West Walnut Park,30,nearest_address
3973,14GH42,Jamaica St,102 Jamaica St,IS,1130889600000,1407740001,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3767; METERED_FL=U; PLACEMENT=MIGRATED,14GH42,,,MU,MUCENT,2004,,,,1,,1177632000000,blundonr,1235779200000,{B52602D0-63C9-582A-BFD7-79C7FD0E7655},-71.116234727999938,42.305699003000029,102 OPP (STREET_FEA 2296),STREET_FEA 2296,53,derived_50_100_ft,boston-sam,79260,102 Jamaica St,Jamaica St,42.30564866,-71.11642061,Jamaica Street & Woodman Street,148,nearest_address
3980,16FH36,Pond St,220 Pond St,IS,,1606740041,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3349; METERED_FL=U; PLACEMENT=MIGRATED,16FH36,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1233705600000,{7231ECB8-3E88-5082-A0FB-BF3A897FE39C},-71.122807285999954,42.312406427000042,STREET_FEA 278,STREET_FEA 278,70,derived_50_100_ft,boston-sam,346402,220 Pond St,Pond St,42.31240658,-71.12306856,Arborway & Cataumet Street,87,nearest_address
3991,18GH54,Kenney St,23 Kenney St,IS,,1807740047,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1277; METERED_FL=U; PLACEMENT=MIGRATED,18GH54,,,SM,SMH205,1969,,,,1,,1177632000000,palaciolv,1231718400000,{25AF4013-0C74-5DE4-A243-548EE44A7A6E},-71.110087556999986,42.324916466000047,23 (STREET_FEA 2378),STREET_FEA 2378,29,derived_0_50_ft,boston-sam,81190,23 Kenney St,Kenney St,42.32498867,-71.11004061,Day Street & Kenney Street,455,nearest_address
4012,16HH46,Montebello Rd,43-45 Montebello Rd,IS,,1608740181,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4398; METERED_FL=U; PLACEMENT=MIGRATED,16HH46,,,MU,MUCENT,2003,,,,1,,1177632000000,mulline,1448841600000,{10AB8E4D-1485-5180-ACD8-E7D0F309DDB2},-71.101096645999974,42.312245717000053,47 (STREET_FEA 2900),STREET_FEA 2900,39,derived_0_50_ft,boston-sam,419559,43-45 Montebello Rd,Montebello Rd,42.31218218,-71.10121290,Montebello Road & Washington Street,152,nearest_address
4021,15GH6,Woodman St,35 Woodman St,IS,1127174400000,1507740190,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2296; METERED_FL=U; PLACEMENT=MIGRATED,15GH6,,,MU,MUCENT,2004,,,,1,,1177632000000,blundonr,1235779200000,{8B7DA490-432A-54A0-91BF-DC875F82EA1C},-71.116769113999965,42.306004758000029,35 (STREET_FEA 4620),STREET_FEA 4620,33,derived_0_50_ft,boston-sam,151790,35 Woodman St,Woodman St,42.30598866,-71.11689061,Jamaica Street & Woodman Street,34,nearest_address
4039,12GH50,Bourne St,92-92A Bourne St,IS,,1207740091,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1871; METERED_FL=U; PLACEMENT=MIGRATED,12GH50,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{DEC28B10-0A11-5C79-A4AB-404E3812A9C4},-71.114119897999956,42.289889584000036,92 (STREET_FEA 598),STREET_FEA 598,40,derived_0_50_ft,boston-sam,162370,92-92A Bourne St,Bourne St,42.28990560,-71.11397207,Bourne Street & Goodway Road,31,nearest_address
4081,16FH10,Pond St,317 Pond St,IS,,1606740072,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1766; METERED_FL=U; PLACEMENT=MIGRATED,16FH10,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{F9F28279-E712-5B09-A8FA-8E5784CB875C},-71.128672749999964,42.311363316000040,313 (STREET_FEA 3349),STREET_FEA 3349,43,derived_0_50_ft,boston-sam,111640,317 Pond St,Pond St,42.31138866,-71.12883061,Conry Crescent & Pond Street,106,nearest_address
4093,15EH4,Hopkins Rd,35 Hopkins Rd,IS,,1505740013,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3765; METERED_FL=U; PLACEMENT=MIGRATED,15EH4,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1233273600000,{6F28BC37-E957-5C1E-89F8-9B9FD4021195},-71.134920687999966,42.308358592000047,35 (STREET_FEA 2203),STREET_FEA 2203,61,derived_50_100_ft,boston-sam,75283,35 Hopkins Rd,Hopkins Rd,42.30839866,-71.13470061,Hopkins Road & Pond Street,601,nearest_address
4108,14GH64,Rosemary St,17 Rosemary St,IS,1343779200000,1407740061,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3936; METERED_FL=U; PLACEMENT=MIGRATED,14GH64,,,KE,KEK81-A,2010,,,,1,,1177632000000,chalmersh,1386892800000,{C6F88C6A-3183-532B-B0F4-189B0C4FDC4C},-71.113788846999967,42.304185897000025,17 (STREET_FEA 3677),STREET_FEA 3677,36,derived_0_50_ft,boston-sam,118409,17 Rosemary St,Rosemary St,42.30408866,-71.11382061,Rosemary Street & South Street,246,nearest_address
4119,14GH70,Hall St,54 Hall St,IS,,1407740040,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3936; METERED_FL=U; PLACEMENT=MIGRATED,14GH70,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1244505600000,{963DED28-18AB-552D-80A5-70919EBC410F},-71.112212856999975,42.304788023000071,54 OPP (STREET_FEA 1978),STREET_FEA 1978,63,derived_50_100_ft,boston-sam,68161,54 Hall St,Hall St,42.30495866,-71.11224061,Boynton Street & Hall Street,242,nearest_address
4120,12GH32,Northbourne Rd,18-20 Northbourne Rd,IS,,1207740062,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4331; METERED_FL=U; PLACEMENT=MIGRATED,12GH32,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1244505600000,{2148C19F-3457-57E4-92E6-25052C381CFA},-71.117284353999935,42.291225324000038,18 (STREET_FEA 3096),STREET_FEA 3096,27,derived_0_50_ft,boston-sam,103776,18-20 Northbourne Rd,Northbourne Rd,42.29128866,-71.11723061,Northbourne Road & Wachusett Street,71,nearest_address
4123,14GH76,Boynton St,62-64 Boynton St,IS,1092700800000,1407740016,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1978; METERED_FL=U; PLACEMENT=MIGRATED,14GH76,,,MU,MUCENT,2002,,,,1,,1177632000000,denapolipd,1250035200000,{1C418BF5-355E-5F6F-A9AA-8E4C0527F305},-71.112095820999969,42.305369901000063,62 OPP (STREET_FEA 623),STREET_FEA 623,50,derived_0_50_ft,boston-sam,437741,62-64 Boynton St,Boynton St,42.30550769,-71.11211278,Boynton Street & Hall Street,63,nearest_address
4130,18HH60,Parker St,921-925 Parker St,IS,838857600000,1808740069,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2094; METERED_FL=U; PLACEMENT=MIGRATED,18HH60,,,KE,KEK81-A,1995,,,,1,,1177632000000,palaciolv,1231718400000,{E0750731-AE76-5775-924B-E7B0002C9902},-71.100548501999981,42.325644507000050,923 (STREET_FEA 3225),STREET_FEA 3225,56,derived_50_100_ft,boston-sam,107914,921-925 Parker St,Parker St,42.32572011,-71.10072903,Heath Street & Parker Street,137,nearest_address
4142,14GH1,Asticou Road,Near Asticou Road & South Street,IS,,1407740130,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,14GH1,,,DR,U,,,,,1,,1177632000000,blundonr,1282694400000,{525E2738-BEF9-5B35-8DEE-E5A814EB78B6},-71.116479169999934,42.301086329000043,STREET_FEA 8,STREET_FEA 8,235,intersection_preferred_150_plus_ft,boston-sam,354452,39-41 Asticou Rd,Asticou Rd,42.30053399,-71.11602520,Asticou Road & South Street,175,nearest_intersection
4164,19GH10,S Huntington Ave,81 S Huntington Ave,IS,283996800000,1907740088,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2241; METERED_FL=U; PLACEMENT=MIGRATED,19GH10,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{175D3721-9B1B-55E1-8078-C4E6455CB04F},-71.111308499999950,42.329878920000056,74 OPP (STREET_FEA 55),STREET_FEA 55,64,derived_50_100_ft,boston-sam,76833,81 S Huntington Ave,S Huntington Ave,42.32991867,-71.11154061,Craftson Way & South Huntington Avenue,72,nearest_address
4171,18HH18,Estrella St,11 Estrella St,IS,,1808740193,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2331; METERED_FL=U; PLACEMENT=MIGRATED,18HH18,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{714E3A4C-0B30-576B-BDFD-2425BDD0FB8E},-71.103153838999958,42.322456943000077,2 OPP (STREET_FEA 724),STREET_FEA 724,44,derived_0_50_ft,boston-sam,54419,11 Estrella St,Estrella St,42.32251044,-71.10300819,Buckley Avenue & Johnson Avenue,129,nearest_address
4205,16FH78,Billings Ln,26 Billings Ln,IS,893808000000,1606740081,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3349; METERED_FL=U; PLACEMENT=MIGRATED,16FH78,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{D095537E-AFD2-5648-A936-C88E61781DD8},-71.125346346999947,42.313462837000031,30 BACK (STREET_FEA 527),STREET_FEA 527,94,derived_50_100_ft,boston-sam,420857,26 Billings Ln,Billings Ln,42.31368648,-71.12552258,Pond Circle & Pond Street,536,nearest_address
4220,14FH44,Westchester Rd,35 Westchester Rd,IS,,1406740042,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4567; METERED_FL=U; PLACEMENT=MIGRATED,14FH44,,,KE,KEK81-A,2009,,,,1,,1177632000000,pullenn,1273104000000,{18CDDC6F-3426-5866-8A2C-C008A7F9A350},-71.126861276999989,42.303643553000029,39 (STREET_FEA 4466),STREET_FEA 4466,52,derived_50_100_ft,boston-sam,148072,35 Westchester Rd,Westchester Rd,42.30370866,-71.12669061,Westchester Road & Winchester Terrace,73,nearest_address
4225,14GH49,South St,161 South St,IS,,1407740052,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3767; METERED_FL=U; PLACEMENT=MIGRATED,14GH49,,,KE,KEK81-A,1994,,,,1,,1177632000000,connorsm,1237334400000,{D3D2C976-78D4-5311-8DFB-F0E2905CE211},-71.114768090999974,42.304333249000081,161 (STREET_FEA 3936),STREET_FEA 3936,48,derived_0_50_ft,boston-sam,128721,161 South St,South St,42.30429866,-71.11494061,Rosemary Street & South Street,37,nearest_address
4243,18HH20,Walden St,73 Walden St,IS,,1808740151,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3690; METERED_FL=U; PLACEMENT=MIGRATED,18HH20,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1231718400000,{3A82D138-212B-5FC0-93DA-64DD770E9C9E},-71.104036178999934,42.323581597000043,69 OPP (STREET_FEA 4342),STREET_FEA 4342,57,derived_50_100_ft,boston-sam,141536,73 Walden St,Walden St,42.32353866,-71.10424060,Round Hill Street & Walden Street,132,nearest_address
4244,16GH138,Chestnut Ave,280 Chestnut Ave,IS,738892800000,1607740119,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3846; METERED_FL=U; PLACEMENT=MIGRATED,16GH138,,,MU,MUCENT,1990,,,,1,,1177632000000,chalmersh,1233792000000,{C4A7119E-C74C-572E-A4B3-47ABC50157EE},-71.109436587999937,42.313168663000056,274 OPP (STREET_FEA 960),STREET_FEA 960,73,derived_50_100_ft,boston-sam,31189,280 Chestnut Ave,Chestnut Ave,42.31299866,-71.10929060,Chestnut Avenue & Segel Street,126,nearest_address
4264,16HH134,School St,61 School St,IS,662688000000,1608740117,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1347; METERED_FL=U; PLACEMENT=MIGRATED,16HH134,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1255478400000,{3289399B-FC43-5A57-ABB3-759E7CF17960},-71.098343925999984,42.313873401000080,57 (STREET_FEA 3820),STREET_FEA 3820,65,derived_50_100_ft,boston-sam,157246,61 School St,School St,42.31393788,-71.09812021,Glines Avenue & School Street,20,nearest_address
4265,17GH30,Pershing Rd,66 Pershing Rd,IS,1285545600000,1707740081,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3287; METERED_FL=U; PLACEMENT=MIGRATED,17GH30,,,KE,KEK81-A,2010,,,,1,,1177632000000,mulline,1397779200000,{C092955E-83F6-5DAB-9BDA-5FE41E1502C6},-71.115566600999955,42.319118509000077,31 OPP (STREET_FEA 3354),STREET_FEA 3354,52,derived_50_100_ft,boston-sam,109627,66 Pershing Rd,Pershing Rd,42.31897866,-71.11552061,Pershing Road & Pond View Avenue,42,nearest_address
4281,16FH72,Prince St,65 Prince St,IS,1342310400000,1606740068,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2298; METERED_FL=U; PLACEMENT=MIGRATED,16FH72,,,KE,KEK81-A,2010,,,,1,,1177632000000,chalmersh,1386201600000,{F9679A22-3A07-5F62-A8EF-A49F5172B499},-71.121238821999953,42.311484791000055,65 (STREET_FEA 3392),STREET_FEA 3392,38,derived_0_50_ft,boston-sam,113106,65 Prince St,Prince St,42.31152866,-71.12111061,Dane Street & Orchard Street,402,nearest_address
4283,15GH138,Bishop St,13 Bishop St,IS,,1507740075,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1580; METERED_FL=U; PLACEMENT=MIGRATED,15GH138,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1233532800000,{F044CBE8-50A4-543F-8179-137784CEBC07},-71.109254485999941,42.309315429000037,13 (STREET_FEA 542),STREET_FEA 542,42,derived_0_50_ft,boston-sam,15757,13 Bishop St,Bishop St,42.30927866,-71.10940060,Bishop Street & Everett Street,72,nearest_address
4287,15FH54,Cedarwood Rd,2 Cedarwood Rd,IS,,1506740014,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3349; METERED_FL=U; PLACEMENT=MIGRATED,15FH54,,,MU,MUCENT,1971,,,,1,,1177632000000,denapolipd,1250035200000,{27666148-B05B-59E9-A966-76E89DF43DFB},-71.124157284999967,42.310856776000037,63 OPP (STREET_FEA 2767),STREET_FEA 2767,98,derived_50_100_ft,boston-sam,27193,2 Cedarwood Rd,Cedarwood Rd,42.31086866,-71.12452061,Bowditch Road & Moss Hill Road,220,nearest_address
4289,14GH137,Washington St,3550R Washington St,IS,,1407740156,,,MANUAL,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=696; METERED_FL=U; PLACEMENT=MIGRATED,14GH137,,,US,USMET250,2002,,,,1,,1177632000000,blundonr,1249430400000,{9A2D1145-8D21-50F1-9BAF-73D4FDD74B01},-71.109113970999942,42.304052267000031,3600 (STREET_FEA 4019),STREET_FEA 4019,98,derived_50_100_ft,boston-sam,355852,3550R Washington St,Washington St,42.30378512,-71.10907429,Burnett Street & Washington Street,231,nearest_address
4298,18GH120,Zamora St,14-16 Zamora St,IS,,1807740139,,,AS BUILT,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=orrda,18GH120,,,KE,KEK81-A,2011,,,,1,,1362614400000,orrda,1362700800000,{A18947CB-3C2A-57BC-8921-21BDD59824CC},-71.113407133999942,42.322199114000057,14-16 (STREET_FEA 4661),STREET_FEA 4661,57,derived_50_100_ft,boston-sam,343864,14-16 Zamora St,Zamora St,42.32227375,-71.11322280,Zamora Court & Zamora Street,196,nearest_address
4302,15HH6,Washington St,3430-3436 Washington St,IS,1149120000000,1508740082,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4395; METERED_FL=U; PLACEMENT=MIGRATED,15HH6,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1235779200000,{9D54C7AA-9249-56F2-B97C-2A84CE99651C},-71.105652617999965,42.307507443000077,14-24 (STREET_FEA 3648),STREET_FEA 3648,109,derived_100_150_ft,boston-sam,460308,3430-3436 Washington St,Washington St,42.30779544,-71.10576178,Rockvale Circle & Washington Street,174,nearest_address
4307,15FH82,Centre St,891 Centre St,IS,1342310400000,1506740062,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=882; METERED_FL=U; PLACEMENT=MIGRATED,15FH82,,,KE,KEK81-A,2010,,,,1,,1177632000000,chalmersh,1386201600000,{FBED65F9-42BB-542D-8C77-034A8E1CE45D},-71.120790151999984,42.309250922000047,STREET_FEA 3392,STREET_FEA 3392,79,derived_50_100_ft,boston-sam,28290,891 Centre St,Centre St,42.30921666,-71.12050161,Arborway & Prince Street,55,nearest_address
4312,15FH10,Pond St,339 Pond St,IS,599616000000,1506740033,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3017; METERED_FL=U; PLACEMENT=MIGRATED,15FH10,,,MH,MH929,1988,,,,1,,1177632000000,blundonr,1244505600000,{1BB6C96C-B788-5D40-87C4-2ADA765CB2FF},-71.129223704999958,42.310371943000064,339 OPP (STREET_FEA 3349),STREET_FEA 3349,49,derived_0_50_ft,boston-sam,111650,339 Pond St,Pond St,42.31026866,-71.12934061,Neillian Crescent & Pond Street,43,nearest_address
4313,16HH52,Montebello Rd,105 Montebello Rd,IS,1115769600000,1608740213,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4357; METERED_FL=U; PLACEMENT=MIGRATED,16HH52,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1235779200000,{4197EC32-7D19-53CD-8F4F-9472EA463ADD},-71.098461599999951,42.311244273000057,105 (STREET_FEA 2900),STREET_FEA 2900,57,derived_50_100_ft,boston-sam,96551,105 Montebello Rd,Montebello Rd,42.31115866,-71.09864060,Montebello Road & Walnut Avenue,177,nearest_address
4315,15GH122,Roanoke Ave,15 Roanoke Ave,IS,1058313600000,1507740028,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2026; METERED_FL=U; PLACEMENT=MIGRATED,15GH122,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1230076800000,{6C658226-80EE-516B-8137-FED16F1CB0B3},-71.111936521999951,42.310514281000053,16 OPP (STREET_FEA 3622),STREET_FEA 3622,53,derived_50_100_ft,boston-sam,117199,15 Roanoke Ave,Roanoke Ave,42.31053866,-71.11174060,Alveston Street & Harris Avenue,109,nearest_address
4324,16GH188,Centre St,629 Centre St,IS,1086048000000,1607740197,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=5173; METERED_FL=U; PLACEMENT=MIGRATED,16GH188,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1230076800000,{B2EA87C0-C614-59C3-8805-43E63B048A9D},-71.114803019999954,42.313440342000035,STREET_FEA 2987,STREET_FEA 2987,72,derived_50_100_ft,boston-sam,28143,629 Centre St,Centre St,42.31324866,-71.11473061,Myrtle Street & Park Place,28,nearest_address
4329,14FH82,Centre Street,Near Centre Street & Whitcomb Avenue,IS,1058918400000,1406740090,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=882; METERED_FL=U; PLACEMENT=MIGRATED,14FH82,,,MU,MUCENT,2003,,,,1,,1177632000000,connorsm,1237334400000,{4CBA887B-67D3-55F2-A8A9-314702C78392},-71.127541193999946,42.302329718000067,STREET_FEA 4501,STREET_FEA 4501,239,intersection_preferred_150_plus_ft,boston-sam,171777,11 Whitcomb Ave,Whitcomb Ave,42.30227566,-71.12665561,Centre Street & Whitcomb Avenue,400,nearest_intersection
4342,17HH25,Priesing St,47-49 Priesing St,IS,1022889600000,1708740007,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1557; METERED_FL=U; PLACEMENT=MIGRATED,17HH25,,,MU,MUCENT,2002,,,,1,,1177632000000,palaciolv,1231459200000,{1BCF8669-C4FF-55A6-B755-2291B9F6F53B},-71.102939512999967,42.321997102000068,47-49 OPP (STREET_FEA 3389),STREET_FEA 3389,72,derived_50_100_ft,boston-sam,112756,47-49 Priesing St,Priesing St,42.32180467,-71.10287860,Estrella Street & Priesing Street,39,nearest_address
4350,18GH86,Sunnyside St,23 Sunnyside St,IS,,1807740081,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1179; METERED_FL=U; PLACEMENT=MIGRATED,18GH86,,,MU,MUCENT,2004,,,,1,,1177632000000,palaciolv,1231718400000,{E7D31C22-2619-5A59-A477-9365DF79DC57},-71.106823654999971,42.323730524000041,23 (STREET_FEA 4072),STREET_FEA 4072,33,derived_0_50_ft,boston-sam,132682,23 Sunnyside St,Sunnyside St,42.32381867,-71.10680060,Sunnyside Street & Westerly Street,23,nearest_address
4355,17GH1,Robinwood Ave,22 Robinwood Ave,IS,,1707740155,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=882; METERED_FL=U; PLACEMENT=MIGRATED,17GH1,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{FA8E986F-AF85-5388-B15F-99E9C39C19E0},-71.112209596999946,42.316864000000066,STREET_FEA 1863,STREET_FEA 1863,28,derived_0_50_ft,boston-sam,169238,22 Robinwood Ave,Robinwood Ave,42.31679923,-71.11215031,Centre Street & Goldsmith Place,311,nearest_address
