objectid,facilityid,streetname,address,lifecyclestatus,source_lifecyclestatus_assumption,owner,comments,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,globalid,lon,lat,source,source_exported_at,source_record_number,source_x,source_y,source_projection,facilityid_basis,water_nd,record_id,node_type,person,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
494,STH-HYD-A567E01784,Peabody Road,17 Peabody Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0494-A567E01784,-71.09920509,42.47151492,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,494,764299.562500,2997106.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2419,5877,HYD,FEITIAN,,,48,derived_0_50_ft,massgis-stoneham,2615376,17 Peabody Road,Peabody Road,42.47140412,-71.09910478,,,nearest_address
495,STH-HYD-C015928F3A,South Marble Street,14 South Marble Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0495-C015928F3A,-71.10560034,42.47138950,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,495,762574.375000,2997052.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2426,6366,HYD,,,,40,derived_0_50_ft,massgis-stoneham,2611805,14 South Marble Street,South Marble Street,42.47147058,-71.10570107,,,nearest_address
496,STH-HYD-486B6B8A25,Fieldstone Drive,36 Fieldstone Drive,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0496-486B6B8A25,-71.09018858,42.47132336,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,496,766732.500000,2997048.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2427,5659,HYD,FEITIAN,,,386,intersection_preferred_150_plus_ft,massgis-stoneham,2612187,36 Fieldstone Drive,Fieldstone Drive,42.47083050,-71.08891484,,,nearest_address
497,STH-HYD-D28D354EF3,Main Street,539 Main Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0497-D28D354EF3,-71.10106031,42.47135260,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,497,763799.312500,2997045.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2428,4218,HYD,YVETTE,,,46,derived_0_50_ft,massgis-stoneham,2611462,539 Main Street,Main Street,42.47127222,-71.10119429,,,nearest_address
498,STH-HYD-40AFD43A00,Franklin Street,1161 Franklin Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0498-40AFD43A00,-71.07970012,42.47103381,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,498,769562.750000,2996956.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2437,5418,HYD,FEITIAN,,,65,derived_50_100_ft,massgis-stoneham,2617253,1161 Franklin Street,Franklin Street,42.47114847,-71.07951489,,,nearest_address
499,STH-HYD-3C0FC5119E,South Marble Street,15 South Marble Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0499-3C0FC5119E,-71.10546637,42.47110366,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,499,762611.000000,2996948.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2438,6363,HYD,,,,72,derived_50_100_ft,massgis-stoneham,2610118,15 South Marble Street,South Marble Street,42.47112525,-71.10520127,,,nearest_address
500,STH-HYD-103D244C22,Fells Road,14 Fells Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0500-103D244C22,-71.09866132,42.47101636,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,500,764447.125000,2996925.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2444,6220,HYD,,,,52,derived_50_100_ft,massgis-stoneham,2613534,14 Fells Road,Fells Road,42.47112860,-71.09854074,,,nearest_address
501,STH-HYD-2B0D0CEEE1,Pond Street,74 Pond Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0501-2B0D0CEEE1,-71.09759672,42.47100167,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,501,764734.375000,2996921.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2448,5753,HYD,FEITIAN,,,76,derived_50_100_ft,massgis-stoneham,2614242,74 Pond Street,Pond Street,42.47089329,-71.09735666,,,nearest_address
502,STH-HYD-C95CD6EBE1,Rustic Road,17 Rustic Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0502-C95CD6EBE1,-71.08507321,42.47095725,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,502,768113.250000,2996921.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2449,5937,HYD,FEITIAN,,,86,derived_50_100_ft,massgis-stoneham,2612800,17 Rustic Road,Rustic Road,42.47102992,-71.08537683,,,nearest_address
503,STH-HYD-664C584F71,Plaza Avenue,15 Plaza Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0503-664C584F71,-71.08379037,42.47094576,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,503,768459.375000,2996919.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2451,5456,HYD,FEITIAN,,,36,derived_0_50_ft,massgis-stoneham,2616817,15 Plaza Avenue,Plaza Avenue,42.47089837,-71.08390860,,,nearest_address
504,STH-HYD-719CA5BA97,Sunset Road,18 Sunset Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0504-719CA5BA97,-71.08633485,42.47091445,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,504,767772.937500,2996904.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2454,5897,HYD,FEITIAN,,,58,derived_50_100_ft,massgis-stoneham,2612818,18 Sunset Road,Sunset Road,42.47086677,-71.08612763,,,nearest_address
505,STH-HYD-6BF3078DFD,Carol Street,6 Carol Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0505-6BF3078DFD,-71.10229312,42.47095898,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,505,763467.375000,2996900.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2457,4203,HYD,YVETTE,,,58,derived_50_100_ft,massgis-stoneham,2609744,6 Carol Street,Carol Street,42.47103111,-71.10210242,,,nearest_address
506,STH-HYD-799BDD27D9,Franklin Street,1159 Franklin Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0506-799BDD27D9,-71.07926927,42.47085525,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,506,769679.312500,2996892.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2459,5410,HYD,FEITIAN,,,66,derived_50_100_ft,massgis-stoneham,2617239,1159 Franklin Street,Franklin Street,42.47103526,-71.07923080,,,nearest_address
507,STH-HYD-88E8C3B4EE,Fieldstone Drive,37 Fieldstone Drive,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0507-88E8C3B4EE,-71.08826418,42.47082944,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,507,767252.562500,2996870.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2468,5913,HYD,FEITIAN,,,47,derived_0_50_ft,massgis-stoneham,2612192,37 Fieldstone Drive,Fieldstone Drive,42.47070236,-71.08828630,,,nearest_address
508,STH-HYD-F26DFF6D41,Stone Avenue,16 Stone Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0508-F26DFF6D41,-71.08282683,42.47067679,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,508,768719.812500,2996822.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2478,5469,HYD,FEITIAN,,,39,derived_0_50_ft,massgis-stoneham,2615418,16 Stone Avenue,Stone Avenue,42.47057812,-71.08276592,,,nearest_address
509,STH-HYD-680A724866,Perkins Street,5 Perkins Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0509-680A724866,-71.08085678,42.47058115,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,509,769251.500000,2996790.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2484,5464,HYD,FEITIAN,,,61,derived_50_100_ft,massgis-stoneham,2615154,5 Perkins Street,Perkins Street,42.47068703,-71.08103434,,,nearest_address
510,STH-HYD-A5DE61A050,Dapper Darby Drive,32 Dapper Darby Drive,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0510-A5DE61A050,-71.09176269,42.47060727,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,510,766309.062500,2996785.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2485,6222,HYD,,,,94,derived_50_100_ft,massgis-stoneham,2611719,32 Dapper Darby Drive,Dapper Darby Drive,42.47084247,-71.09190715,,,nearest_address
511,STH-HYD-5DC6CFFF74,Summit Road,11 Summit Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0511-5DC6CFFF74,-71.10436457,42.47048248,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,511,762909.312500,2996723.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2497,4165,HYD,YVETTE,,,46,derived_0_50_ft,massgis-stoneham,2609148,11 Summit Road,Summit Road,42.47039288,-71.10424547,,,nearest_address
512,STH-HYD-539B1729C5,Fieldstone Drive,33 Fieldstone Drive,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0512-539B1729C5,-71.08876775,42.47023235,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,512,767117.750000,2996652.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2502,5909,HYD,FEITIAN,,,55,derived_50_100_ft,massgis-stoneham,2613049,33 Fieldstone Drive,Fieldstone Drive,42.47032067,-71.08860226,,,nearest_address
513,STH-HYD-05202A8748,Park Street,222 Park Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0513-05202A8748,-71.10624050,42.47026047,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,513,762403.562500,2996640.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2505,4154,HYD,YVETTE,,,85,derived_50_100_ft,massgis-stoneham,2615522,222 Park Street,Park Street,42.47012678,-71.10650101,,,nearest_address
514,STH-HYD-34E3348B25,Fieldstone Drive,17 Fieldstone Drive,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0514-34E3348B25,-71.08599783,42.47016687,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,514,767865.187500,2996632.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2506,5931,HYD,FEITIAN,,,58,derived_50_100_ft,massgis-stoneham,2614250,17 Fieldstone Drive,Fieldstone Drive,42.47030157,-71.08611124,,,nearest_address
515,STH-HYD-F0652BF8D2,Main Street,559 Main Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0515-F0652BF8D2,-71.10099663,42.47013953,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,515,763818.562500,2996603.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2515,4185,HYD,YVETTE,,,99,derived_50_100_ft,massgis-stoneham,2610592,559 Main Street,Main Street,42.46991931,-71.10120993,,,nearest_address
516,STH-HYD-C953DB43C4,Windsor Road,42 Windsor Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0516-C953DB43C4,-71.08316908,42.47006612,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,516,768628.562500,2996599.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2518,5511,HYD,FEITIAN,,,58,derived_50_100_ft,massgis-stoneham,2614865,42 Windsor Road,Windsor Road,42.46990998,-71.08312991,,,nearest_address
517,STH-HYD-65208E2226,Heather Lane,6 Heather Lane,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0517-65208E2226,-71.09473058,42.47000446,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,517,765509.375000,2996561.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2531,5868,HYD,FEITIAN,,,47,derived_0_50_ft,massgis-stoneham,2614983,6 Heather Lane,Heather Lane,42.47005327,-71.09456942,,,nearest_address
518,STH-HYD-175B6368F9,Fieldstone Drive,27 Fieldstone Drive,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0518-175B6368F9,-71.08770497,42.46997679,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,518,767404.937500,2996560.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2532,5978,HYD,FEITIAN,,,48,derived_0_50_ft,massgis-stoneham,2609328,27 Fieldstone Drive,Fieldstone Drive,42.47003024,-71.08786710,,,nearest_address
519,STH-HYD-AFD14EBF5E,High Rock Road,3 High Rock Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0519-AFD14EBF5E,-71.09864232,42.46999689,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,519,764454.000000,2996554.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2534,6149,HYD,,,,60,derived_50_100_ft,massgis-stoneham,2612137,3 High Rock Road,High Rock Road,42.47015867,-71.09868975,,,nearest_address
520,STH-HYD-C977A95D19,Graystone Road,18 Graystone Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0520-C977A95D19,-71.10313329,42.46989789,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,520,763242.500000,2996512.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2546,4183,HYD,YVETTE,,,61,derived_50_100_ft,massgis-stoneham,2610155,18 Graystone Road,Graystone Road,42.46984077,-71.10292008,,,nearest_address
521,STH-HYD-75A53DF451,Macone Circle,2 Macone Circle,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0521-75A53DF451,-71.08479481,42.46960962,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,521,768190.750000,2996430.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2560,5955,HYD,FEITIAN,,,40,derived_0_50_ft,massgis-stoneham,2614601,2 Macone Circle,Macone Circle,42.46968505,-71.08468478,,,nearest_address
522,STH-HYD-0DCF4EA575,Harrison Street,9 Harrison Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0522-0DCF4EA575,-71.07913086,42.46955202,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,522,769719.000000,2996417.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2564,6268,HYD,,,,88,derived_50_100_ft,massgis-stoneham,2612548,9 Harrison Street,Harrison Street,42.46943448,-71.07941750,,,nearest_address
523,STH-HYD-9F8977204F,North Avenue,99 North Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0523-9F8977204F,-71.08057311,42.46951818,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,523,769329.937500,2996403.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2570,5524,HYD,FEITIAN,,,57,derived_50_100_ft,massgis-stoneham,2615008,99 North Avenue,North Avenue,42.46961910,-71.08073311,,,nearest_address
524,STH-HYD-688A15879C,Alice Lane,3 Alice Lane,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0524-688A15879C,-71.10149738,42.46956433,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,524,763684.437500,2996392.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2572,6361,HYD,,,,44,derived_0_50_ft,massgis-stoneham,2615552,3 Alice Lane,Alice Lane,42.46945915,-71.10157808,,,nearest_address
525,STH-HYD-58EA3A2311,Overlook Road,5 Overlook Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0525-58EA3A2311,-71.09916926,42.46942386,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,525,764312.812500,2996344.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2581,5889,HYD,FEITIAN,,,69,derived_50_100_ft,massgis-stoneham,2609537,5 Overlook Road,Overlook Road,42.46934954,-71.09940606,,,nearest_address
526,STH-HYD-A4AB832EAE,Roberts Way,8 Roberts Way,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0526-A4AB832EAE,-71.09185810,42.46932204,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,526,766285.562500,2996316.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2588,6228,HYD,,,,70,derived_50_100_ft,massgis-stoneham,2613360,8 Roberts Way,Roberts Way,42.46913020,-71.09183211,,,nearest_address
527,STH-HYD-A14A8B4F17,Park Street,226 Park Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0527-A14A8B4F17,-71.10658573,42.46928272,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,527,762312.062500,2996283.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2593,4133,HYD,YVETTE,,,145,derived_100_150_ft,massgis-stoneham,2618450,226 Park Street,Park Street,42.46919877,-71.10605619,,,nearest_address
528,STH-HYD-7772C6896B,Pond Street,97 Pond Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0528-7772C6896B,-71.09790847,42.46915604,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,528,764653.437500,2996248.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2598,5759,HYD,FEITIAN,,,98,derived_50_100_ft,massgis-stoneham,2610699,97 Pond Street,Pond Street,42.46903826,-71.09823522,,,nearest_address
529,STH-HYD-F16571D2BB,Fallon Road,221 Fallon Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0529-F16571D2BB,-71.10791839,42.46917476,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,529,761952.687500,2996242.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2600,4139,HYD,YVETTE,,,301,intersection_preferred_150_plus_ft,massgis-stoneham,2614654,221 Fallon Road,Fallon Road,42.46888514,-71.10896815,,,nearest_address
530,STH-HYD-F91DD83026,Mauriello Drive,1 Mauriello Drive,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0530-F91DD83026,-71.10418108,42.46904330,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,530,762961.250000,2996199.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2612,6348,HYD,,,,23,derived_0_50_ft,massgis-stoneham,2610863,1 Mauriello Drive,Mauriello Drive,42.46901466,-71.10425920,,,nearest_address
531,STH-HYD-6B65288636,Laurie Lane,2 Laurie Lane,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0531-6B65288636,-71.09510851,42.46897747,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,531,765409.187500,2996187.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2618,5852,HYD,FEITIAN,,,57,derived_50_100_ft,massgis-stoneham,2609346,2 Laurie Lane,Laurie Lane,42.46902573,-71.09490466,,,nearest_address
532,STH-HYD-9EF42C424C,Avalon Road,8 Avalon Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0532-9EF42C424C,-71.08210292,42.46892486,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,532,768918.250000,2996184.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2619,5506,HYD,FEITIAN,,,60,derived_50_100_ft,massgis-stoneham,2609812,8 Avalon Road,Avalon Road,42.46880623,-71.08194779,,,nearest_address
533,STH-HYD-571B77C4E6,David Circle,5 David Circle,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0533-571B77C4E6,-71.10270547,42.46897099,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,533,763359.500000,2996175.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2622,6342,HYD,,,,53,derived_50_100_ft,massgis-stoneham,2615646,5 David Circle,David Circle,42.46909800,-71.10260759,,,nearest_address
534,STH-HYD-409F97A2FF,Dapper Darby Drive,19 Dapper Darby Drive,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0534-409F97A2FF,-71.09395146,42.46889931,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,534,765721.500000,2996160.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2627,5841,HYD,FEITIAN,,,57,derived_50_100_ft,massgis-stoneham,2611953,19 Dapper Darby Drive,Dapper Darby Drive,42.46878055,-71.09408985,,,nearest_address
535,STH-HYD-77945D0DAA,Avalon Road,19 Avalon Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0535-77945D0DAA,-71.08392844,42.46881457,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,535,768425.913642,2996142.148616,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,2629,5952,HYD,FEITIAN,,,52,derived_50_100_ft,massgis-stoneham,2611951,19 Avalon Road,Avalon Road,42.46895350,-71.08388563,,,nearest_address
