objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
9706,23FH64,Gardner St,65 Gardner St,IS,891820800000,2306740043,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=957; METERED_FL=U; PLACEMENT=MIGRATED,23FH64,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{3DD244B6-C656-5EB0-AA5C-37A36209F38A},-71.127936002999945,42.353660640000044,65 (STREET_FEA 1779),STREET_FEA 1779,50,derived_0_50_ft,boston-sam,62621,65 Gardner St,Gardner St,42.35352867,-71.12789061,Chester Street & Gardner Street,38,nearest_address
9732,23FH112,Commonwealth Avenue,Near Commonwealth Avenue & Winslow Road,IS,,2306740151,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4575; METERED_FL=U; PLACEMENT=MIGRATED,23FH112,,,US,USMET250,1990,,,,1,,1177632000000,BlundoNR,1291248000000,{9A2C7E84-F8F2-5E64-BFFD-8DBE8F466A40},-71.122469426999942,42.351763508000033,1045 OPP (STREET_FEA 1090),STREET_FEA 1090,158,intersection_preferred_150_plus_ft,boston-sam,36984,1056 Commonwealth Ave,Commonwealth Ave,42.35163867,-71.12303061,Commonwealth Avenue & Winslow Road,34,nearest_intersection
9760,25GH10,Soldiers Field Rd,610 Soldiers Field Rd,IS,,2507740002,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4469; METERED_FL=U; PLACEMENT=MIGRATED,25GH10,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1255478400000,{20F4887A-446D-52B4-8AE1-9FB0CA1CB7BE},-71.118189023999946,42.365452452000056,610 (STREET_FEA 3927),STREET_FEA 3927,108,derived_100_150_ft,boston-sam,422514,610 Soldiers Field Rd,Soldiers Field Rd,42.36562469,-71.11851623,Soldiers Field Road & Western Avenue,470,nearest_address
9775,25FH30,Academic Way,Near Academic Way & Western Avenue,IS,,2506740043,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4836; METERED_FL=U; PLACEMENT=MIGRATED,25FH30,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{A326A547-2680-52F0-9173-2B7F303D0FA6},-71.127505355999972,42.363309537000077,156 (STREET_FEA 4469),STREET_FEA 4469,151,intersection_preferred_150_plus_ft,boston-sam,421186,201 Western Ave,Western Ave,42.36371867,-71.12740542,Academic Way & Western Avenue,41,nearest_intersection
9814,24EH76,Braintree St,75 Braintree St,IS,870220800000,2405740127,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3277; METERED_FL=U; PLACEMENT=MIGRATED,24EH76,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{E0D5EEB3-291D-57C8-A5DD-8D1FE872775E},-71.136050547999957,42.356396600000039,83-89 (STREET_FEA 649),STREET_FEA 649,77,derived_50_100_ft,boston-sam,419302,75 Braintree St,Braintree St,42.35649057,-71.13579498,Braintree Street & Penniman Road,14,nearest_address
9940,23FH84,Commonwealth Ave,1131-1133 Commonwealth Ave,IS,965952000000,2306740185,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3759; METERED_FL=U; PLACEMENT=MIGRATED,23FH84,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{E13390E2-55CB-5712-8912-E9229E71C21A},-71.126409218999981,42.351224485000046,1127 (STREET_FEA 1090),STREET_FEA 1090,28,derived_0_50_ft,boston-sam,37023,1131-1133 Commonwealth Ave,Commonwealth Ave,42.35126167,-71.12649961,Commonwealth Avenue & Thorndike Street,166,nearest_address
9943,23FH12,Brighton Ave,127-137 Brighton Ave,IS,599616000000,2306740068,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2044; METERED_FL=U; PLACEMENT=MIGRATED,23FH12,,,MU,MUCENT,1989,,,,1,,1177632000000,blundonr,1255478400000,{67C3F76A-4B16-5B89-97E0-89D0F6C43257},-71.131163284999957,42.353021608000063,127 (STREET_FEA 672),STREET_FEA 672,34,derived_0_50_ft,boston-sam,20071,127-137 Brighton Ave,Brighton Ave,42.35309049,-71.13125099,Brighton Avenue & Harvard Avenue,249,nearest_address
9968,22EH60,Boulevard Ter,19-21 Boulevard Ter,IS,1309910400000,2205740119,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=206; METERED_FL=U; PLACEMENT=MIGRATED,22EH60,,,KE,KEK81-A,2010,,,,1,,1177632000000,chalmersh,1342051200000,{0B6874C7-16B0-5918-AB24-94C429A88D69},-71.139343571999973,42.347174299000073,19-21 (STREET_FEA 597),STREET_FEA 597,39,derived_0_50_ft,boston-sam,17243,19-21 Boulevard Ter,Boulevard Ter,42.34726467,-71.13926562,Allston Street & Boulevard Terrace,217,nearest_address
10036,22EH118,Commonwealth Ave,1340 Commonwealth Ave,IS,936316800000,2205740091,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4339; METERED_FL=U; PLACEMENT=MIGRATED,22EH118,,,DA,ADB-84-B,1986,,,,1,,1177632000000,blundonr,1255478400000,{357E7620-15D5-53CD-B7B0-5C0E61C28A09},-71.135726428999988,42.347922110000070,1340 (STREET_FEA 1090),STREET_FEA 1090,57,derived_50_100_ft,boston-sam,37414,1340 Commonwealth Ave,Commonwealth Ave,42.34783767,-71.13554862,Commonwealth Avenue & Walbridge Street,64,nearest_address
10081,25FH54,Batten Way,Near Batten Way & Western Avenue,IS,,2506740026,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1970; METERED_FL=U; PLACEMENT=MIGRATED,25FH54,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{908399BF-E449-5F32-A7B9-2088DB323A5C},-71.123170228999982,42.363655451000056,118-124 (STREET_FEA 4469),STREET_FEA 4469,266,intersection_preferred_150_plus_ft,boston-sam,148156,125 Western Ave,Western Ave,42.36394818,-71.12407757,Batten Way & Western Avenue,49,nearest_intersection
10164,25GH4,River Street,Near River Street & Soldiers Field Road,IS,,2507740008,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2753; METERED_FL=U; PLACEMENT=MIGRATED,25GH4,,,KE,KEK81-A,2008,,,,1,,1177632000000,blundonr,1255478400000,{18468F97-E14A-538B-A22F-1DF5F031DF99},-71.118065341999966,42.361964216000047,STREET_FEA 3927,STREET_FEA 3927,313,intersection_preferred_150_plus_ft,boston-sam,345097,1 Cambridge St,Cambridge St,42.36125308,-71.11741204,River Street & Soldiers Field Road,376,nearest_intersection
10191,23FH46,Brighton Ave,61-67 Brighton Ave,IS,,2306740084,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=957; METERED_FL=U; PLACEMENT=MIGRATED,23FH46,,,MU,MUCENT,1989,,,,1,,1177632000000,blundonr,1255478400000,{BC3E2C10-BA2D-5DB0-B990-2CC4BB55593F},-71.128442635999988,42.352692816000058,61 (STREET_FEA 672),STREET_FEA 672,42,derived_0_50_ft,boston-sam,20169,61-67 Brighton Ave,Brighton Ave,42.35280867,-71.12843061,Brighton Avenue & Chester Street,36,nearest_address
10228,24EH130,Aldie St,34-36 Aldie St,IS,,2405740061,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=338; METERED_FL=U; PLACEMENT=MIGRATED,24EH130,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{3FD2B638-675E-5CC2-A428-48055782EB55},-71.135210990999951,42.359026224000047,36 (STREET_FEA 173),STREET_FEA 173,59,derived_50_100_ft,boston-sam,161449,34-36 Aldie St,Aldie St,42.35918847,-71.13519098,Aldie Street & Athol Street,28,nearest_address
10246,23EH58,Cambridge St,548 Cambridge St,IS,964656000000,2305740092,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=792; METERED_FL=U; PLACEMENT=MIGRATED,23EH58,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1238371200000,{B49F50C0-F526-5CAA-8651-662DF3C1020B},-71.139632201999973,42.352673265000078,548 (STREET_FEA 787),STREET_FEA 787,51,derived_50_100_ft,boston-sam,25157,548 Cambridge St,Cambridge St,42.35253667,-71.13967862,Cambridge Street & Cambridge Terrace,48,nearest_address
10252,23EH24,Cambridge St,593 Cambridge St,IS,865123200000,2305740110,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3797; METERED_FL=U; PLACEMENT=MIGRATED,23EH24,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1238371200000,{2B5B60C8-00F6-529E-B9E2-F448A2C98AE5},-71.141742803999989,42.352108937000025,593 (STREET_FEA 787),STREET_FEA 787,50,derived_0_50_ft,boston-sam,25169,593 Cambridge St,Cambridge St,42.35222867,-71.14183062,Cambridge Street & Saunders Street,39,nearest_address
10424,25EH92,Riverdale St,14-20 Riverdale St,IS,959817600000,2505740066,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4469; METERED_FL=U; PLACEMENT=MIGRATED,25EH92,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1271808000000,{F8BF0A0D-E05C-5F07-A1F7-647D83FC221B},-71.132457330999955,42.362753952000048,17 (STREET_FEA 3609),STREET_FEA 3609,67,derived_50_100_ft,boston-sam,116793,14-20 Riverdale St,Riverdale St,42.36264067,-71.13226162,Riverdale Street & Western Avenue,199,nearest_address
10432,25FH1,Western Ave,125 Western Ave,IS,,2506740028,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1970; METERED_FL=U; PLACEMENT=MIGRATED,25FH1,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{DA34F32D-E88B-544F-A74B-9BDCBCC5209A},-71.123855146999972,42.363609433000079,118-124 (STREET_FEA 4469),STREET_FEA 4469,137,derived_100_150_ft,boston-sam,148156,125 Western Ave,Western Ave,42.36394818,-71.12407757,Batten Way & Western Avenue,154,nearest_address
10518,23EH108,Penniman Rd,25 Penniman Rd,IS,,2305740003,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2002; METERED_FL=U; PLACEMENT=MIGRATED,23EH108,,,MU,MUCENT,1983,,,,1,,1177632000000,hoffmanr,1456963200000,{A5AA17FA-2A1C-56C8-99C2-32A557BE4EA4},-71.136835218999977,42.355103000000042,STREET_FEA 3277,STREET_FEA 3277,78,derived_50_100_ft,boston-sam,342570,25 Penniman Rd,Penniman Rd,42.35528750,-71.13698624,Hano Street & Penniman Road,157,nearest_address
10569,23EH136,Quint Ave,11 Quint Ave,IS,,2305740089,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=672; METERED_FL=U; PLACEMENT=MIGRATED,23EH136,,,US,USMET250,2000,,,,1,,1177632000000,blundonr,1244505600000,{9D36643D-A282-53CE-A738-ED870199CE79},-71.134147357999950,42.352736706000030,11 (STREET_FEA 3496),STREET_FEA 3496,38,derived_0_50_ft,boston-sam,114158,11 Quint Ave,Quint Ave,42.35279867,-71.13426061,Brighton Avenue & Quint Avenue,166,nearest_address
10592,24EH82,Denby Rd,15 Denby Rd,IS,,2405740153,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=649; METERED_FL=U; PLACEMENT=MIGRATED,24EH82,,,MU,U,,,,,1,,1177632000000,mulline,1396828800000,{5689CA1B-6A6D-59BA-8FF6-280F74BB75AF},-71.134357147999935,42.355592120000040,24 (STREET_FEA 4562),STREET_FEA 4562,94,derived_50_100_ft,boston-sam,47258,15 Denby Rd,Denby Rd,42.35541267,-71.13460962,Wilton Street & Wilton Terrace,187,nearest_address
10597,24FH16,Royal St,37-39 Royal St,IS,1035417600000,2406740070,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2196; METERED_FL=U; PLACEMENT=MIGRATED,24FH16,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{EEA4F32B-CC69-5087-86E0-3B67E473F5D1},-71.130390551999938,42.358277078000071,37-39 (STREET_FEA 3700),STREET_FEA 3700,43,derived_0_50_ft,boston-sam,119314,37-39 Royal St,Royal St,42.35826067,-71.13023261,Hooker Street & Royal Street,130,nearest_address
10601,22EH102,Allston St,164 Allston St,IS,,2205740093,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2364; METERED_FL=U; PLACEMENT=MIGRATED,22EH102,,,MU,MUCENT,1900,,,,1,,1177632000000,blundonr,1255478400000,{F9C76152-4837-5632-8711-CF8A38F02F12},-71.137995391999937,42.347865160000026,164 (STREET_FEA 206),STREET_FEA 206,37,derived_0_50_ft,boston-sam,2356,164 Allston St,Allston St,42.34780867,-71.13788062,Allston Street & Kelton Street,118,nearest_address
10620,23FH40,Commonwealth Ave,1189 Commonwealth Ave,IS,965952000000,2306740196,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=957; METERED_FL=U; PLACEMENT=MIGRATED,23FH40,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{57D36854-3FC3-536E-B684-6039791B7A38},-71.129312063999976,42.350762075000034,1189 (STREET_FEA 1090),STREET_FEA 1090,61,derived_50_100_ft,boston-sam,37105,1189 Commonwealth Ave,Commonwealth Ave,42.35091867,-71.12923061,Chester Street & Commonwealth Avenue,107,nearest_address
10650,23GH56,Buick St,10 Buick St,IS,662256000000,2307740087,,,MANUAL,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=1090; METERED_FL=U; PLACEMENT=MIGRATED,23GH56,,,MU,MUCENT,1998,,,,1,,1177632000000,blundonr,1255564800000,{9477E14D-653F-577E-AD86-BF937FCABC0B},-71.115708538999968,42.352578793000077,STREET_FEA 726,STREET_FEA 726,99,derived_50_100_ft,boston-sam,23223,10 Buick St,Buick St,42.35238967,-71.11597161,Buick Street & Harry Agganis Way,72,nearest_address
10672,23GH57,Harry Agganis Way,33 Harry Agganis Way,IS,1054512000000,2307740088,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,23GH57,,,MU,U,,,,,1,,1177632000000,blundonr,1247961600000,{C56E815F-D784-5D1F-8FE4-3A0A2F19A451},-71.118027907999988,42.353388474000042,STREET_FEA 1768,STREET_FEA 1768,109,derived_100_150_ft,boston-sam,341050,33 Harry Agganis Way,Harry Agganis Way,42.35315990,-71.11776721,Braves Field Way & Harry Agganis Way,442,nearest_address
10806,24EH74,Penniman Rd,21 Penniman Rd,IS,1256860800000,2405740146,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=649; METERED_FL=U; PLACEMENT=MIGRATED,24EH74,,,KE,KEK81-A,2007,,,,1,,1177632000000,hoffmanr,1456963200000,{EA76513A-B368-5F2B-AC12-3F51CB9BEB34},-71.136493217999941,42.355699282000046,18 OPP (STREET_FEA 3277),STREET_FEA 3277,66,derived_50_100_ft,boston-sam,342569,21 Penniman Rd,Penniman Rd,42.35564354,-71.13672797,Emery Road & Rugg Road,255,nearest_address
10832,23EH62,Barrows St,14 Barrows St,IS,738892800000,2305740102,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4419; METERED_FL=U; PLACEMENT=MIGRATED,23EH62,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{82C42155-E1C9-509F-AB4C-768DBFA30490},-71.137732220999965,42.352398994000055,40 (STREET_FEA 306),STREET_FEA 306,75,derived_50_100_ft,boston-sam,8305,14 Barrows St,Barrows St,42.35256867,-71.13789262,Armington Street & Barrows Street,76,nearest_address
10961,24FH6,Lincoln St,350 Lincoln St,IS,852076800000,2406740095,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2676; METERED_FL=U; PLACEMENT=MIGRATED,24FH6,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1255478400000,{9196F896-2E36-598B-B113-E3349B53AD44},-71.131121470999972,42.356762271000036,350 (STREET_FEA 2550),STREET_FEA 2550,115,derived_100_150_ft,boston-sam,85989,350 Lincoln St,Lincoln St,42.35702867,-71.13135361,Lincoln Street & Mansfield Street,216,nearest_address
11000,25FH68,Western Ave,224 Western Ave,IS,1379635200000,2506740089,,,U,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4469; METERED_FL=U; PLACEMENT=digiornom,25FH68,,,KE,U,2011,,,,1,,1441238400000,digiornom,1441238400000,{51B28C36-9EB4-556C-B40B-BEAD78815630},-71.131048604999933,42.362854255000059,224 (STREET_FEA 3978),STREET_FEA 3978,103,derived_100_150_ft,boston-sam,148166,224 Western Ave,Western Ave,42.36261067,-71.13124062,South Campus Drive & Western Avenue,88,nearest_address
11012,24FH20,Hooker St,15-17 Hooker St,IS,,2406740086,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3700; METERED_FL=U; PLACEMENT=MIGRATED,24FH20,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{D15C06C7-3E3E-5E55-9BE1-788952D9C74E},-71.129455510999946,42.357666158000029,500 (STREET_FEA 2550),STREET_FEA 2550,76,derived_50_100_ft,boston-sam,75163,15-17 Hooker St,Hooker St,42.35787567,-71.12943761,Holman Street & Hooker Street,167,nearest_address
11176,24EH80,Denby Rd,15 Denby Rd,IS,1156464000000,2405740167,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=787; METERED_FL=U; PLACEMENT=MIGRATED,24EH80,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1238371200000,{D64034D3-00AD-5892-94C0-2A8405E56257},-71.134776958999964,42.355429099000048,15 (STREET_FEA 1312),STREET_FEA 1312,45,derived_0_50_ft,boston-sam,47258,15 Denby Rd,Denby Rd,42.35541267,-71.13460962,Cambridge Street & Denby Road,238,nearest_address
11177,25FH63,Rena St,12 Rena St,IS,,2506740084,,,U,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4206; METERED_FL=U; PLACEMENT=dorleansr,25FH63,,,U,U,,,,,1,,1239580800000,mulline,1396828800000,{E8C73A4F-0685-550A-9434-23E0B50DC2AC},-71.128288488999942,42.361449756000070,16 (STREET_FEA 3553),STREET_FEA 3553,72,derived_50_100_ft,boston-sam,115229,12 Rena St,Rena St,42.36125267,-71.12831961,Rena Street & Travis Street,53,nearest_address
11200,25FH56,Western Ave,20 Western Ave,IS,,2506740021,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1970; METERED_FL=U; PLACEMENT=MIGRATED,25FH56,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{174B0C0F-7904-5ADF-A377-5AC474A6B3B3},-71.120964195999989,42.363857948000032,STREET_FEA 4469,STREET_FEA 4469,112,derived_100_150_ft,boston-sam,456797,20 Western Ave,Western Ave,42.36359539,-71.12074443,Kresge Way & Western Avenue,210,nearest_address
11203,24EH134,Athol St,61 Athol St,IS,895536000000,2405740036,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2189; METERED_FL=U; PLACEMENT=MIGRATED,24EH134,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{B8C4C186-F06F-5F87-A046-CFEE877306CF},-71.134917952999956,42.359735535000027,61 (STREET_FEA 338),STREET_FEA 338,52,derived_50_100_ft,boston-sam,5918,61 Athol St,Athol St,42.35963867,-71.13506062,Athol Street & Holton Street,28,nearest_address
11237,23GH44,Buick St,25 Buick St,IS,,2307740008,,,GIS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=1093; METERED_FL=U; PLACEMENT=MIGRATED,23GH44,,,DA,ADB-84-B,1990,,,,1,,1177632000000,orrda,1285632000000,{CD654695-3C24-5669-86CC-1D4F74A8F5CC},-71.115534584999978,42.351901833000056,25 (STREET_FEA 726),STREET_FEA 726,85,derived_50_100_ft,boston-sam,23224,25 Buick St,Buick St,42.35196867,-71.11523061,Buick Street & Harry Agganis Way,204,nearest_address
11242,25FH4,Bayard St,15 Bayard St,IS,1040169600000,2506740079,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4427; METERED_FL=U; PLACEMENT=MIGRATED,25FH4,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{04BCA280-797C-5E40-BAD2-0D1B86A15D41},-71.130481995999958,42.360829829000068,13-15 (STREET_FEA 437),STREET_FEA 437,46,derived_0_50_ft,boston-sam,9189,15 Bayard St,Bayard St,42.36094867,-71.13054061,Bayard Street & Weitz Street,28,nearest_address
11248,23FH10,Brighton Ave,108-114 Brighton Ave,IS,631152000000,2306740086,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2558; METERED_FL=U; PLACEMENT=MIGRATED,23FH10,,,US,USMET250,1985,,,,1,,1177632000000,blundonr,1255478400000,{00C4924C-8C03-5A55-8032-AF77563AB1F6},-71.130396859999962,42.352671488000055,101 OPP (STREET_FEA 672),STREET_FEA 672,18,derived_0_50_ft,boston-sam,20068,108-114 Brighton Ave,Brighton Ave,42.35262744,-71.13042477,Brighton Avenue & Linden Street,55,nearest_address
11250,25FH14,Kingsley St,12 Kingsley St,IS,,2506740065,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4206; METERED_FL=U; PLACEMENT=MIGRATED,25FH14,,,MH,MH929,1988,,,,1,,1177632000000,blundonr,1244505600000,{83013B41-1DD7-5AAE-BA3D-F3F15E7752FB},-71.129332167999962,42.361990492000075,12 (STREET_FEA 2405),STREET_FEA 2405,47,derived_0_50_ft,boston-sam,81994,12 Kingsley St,Kingsley St,42.36211867,-71.12936061,Kingsley Street & Travis Street,207,nearest_address
11278,23EH18,Cambridge St,630 Cambridge St,IS,865123200000,2305740140,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1474; METERED_FL=U; PLACEMENT=MIGRATED,23EH18,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1238371200000,{6CFFC2F6-7D37-5AF4-B57C-23A8FDB167C7},-71.143703684999934,42.351354410000056,STREET_FEA 787,STREET_FEA 787,90,derived_50_100_ft,boston-sam,25185,630 Cambridge St,Cambridge St,42.35132867,-71.14337062,Cambridge Street & Eleanor Street,218,nearest_address
11367,25EH96,Western Ave,230 Western Ave,IS,879984000000,2505740049,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3609; METERED_FL=U; PLACEMENT=MIGRATED,25EH96,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{7C094E74-3763-5BEB-BD0C-16DF4F24898D},-71.131870727999967,42.363106744000049,230 (STREET_FEA 4469),STREET_FEA 4469,79,derived_50_100_ft,boston-sam,148167,230 Western Ave,Western Ave,42.36291867,-71.13172061,Riverdale Street & Western Avenue,109,nearest_address
11380,23FH92,Brighton Ave,23-25 Brighton Ave,IS,,2306740104,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1090; METERED_FL=U; PLACEMENT=MIGRATED,23FH92,,,MU,MUCENT,1986,,,,1,,1177632000000,blundonr,1255478400000,{1197D054-B3FA-51B7-ADE1-3546B9C5D9D9},-71.126157283999987,42.352422920000038,23-25 (STREET_FEA 672),STREET_FEA 672,54,derived_50_100_ft,boston-sam,20115,23-25 Brighton Ave,Brighton Ave,42.35256867,-71.12620061,Brighton Avenue & Saint Lukes Road,200,nearest_address
11391,24FH2,Pratt St,46 Pratt St,IS,,2406740103,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4334; METERED_FL=U; PLACEMENT=MIGRATED,24FH2,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{9B241DCA-05C3-5396-B98E-0E76D217695E},-71.127340977999950,42.355289607000032,46 (STREET_FEA 3374),STREET_FEA 3374,34,derived_0_50_ft,boston-sam,112518,46 Pratt St,Pratt St,42.35536867,-71.12741061,Pratt Street & Wadsworth Street,31,nearest_address
11423,26FH24,Eliot Bridge,Near Eliot Bridge & Soldiers Field Road,IS,1131494400000,2606740001,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=37; METERED_FL=U; PLACEMENT=MIGRATED,26FH24,,,MU,MUCENT,2004,,,,1,,1177632000000,blundonr,1238371200000,{5A4D0166-01FF-5B7D-AC92-D753E55FDD61},-71.126455767999971,42.369471812000029,780 (STREET_FEA 3927),STREET_FEA 3927,174,intersection_preferred_150_plus_ft,boston-sam,341741,801 Soldiers Field Rd,Soldiers Field Rd,42.36971358,-71.12589608,Eliot Bridge & Soldiers Field Road,459,nearest_intersection
11508,23FH4,Commonwealth Ave,1227-1239 Commonwealth Ave,IS,965952000000,2306740204,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2044; METERED_FL=U; PLACEMENT=MIGRATED,23FH4,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{AD18511C-A748-552B-898A-A4532D2FE009},-71.131296849999956,42.350461427000027,1227-1239 (STREET_FEA 1090),STREET_FEA 1090,75,derived_50_100_ft,boston-sam,163750,1227-1239 Commonwealth Ave,Commonwealth Ave,42.35049062,-71.13157432,Commonwealth Avenue & Harvard Avenue,64,nearest_address
11511,23FH102,Hartley Ter,9 Hartley Ter,IS,,2306740009,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2042; METERED_FL=U; PLACEMENT=MIGRATED,23FH102,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{103BA348-6C28-5053-BA6F-667D7E4F786D},-71.125336136999977,42.354917745000080,30 OPP (STREET_FEA 4334),STREET_FEA 4334,27,derived_0_50_ft,boston-sam,70285,9 Hartley Ter,Hartley Ter,42.35486867,-71.12541061,Hartley Terrace & Wadsworth Street,67,nearest_address
11540,23EH40,N Beacon St,100 N Beacon St,IS,1054425600000,2305740027,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2121; METERED_FL=U; PLACEMENT=MIGRATED,23EH40,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1238371200000,{A5422C61-9D29-5174-AF29-48C3A45296E1},-71.143252736999955,42.354586897000047,100 (STREET_FEA 29),STREET_FEA 29,84,derived_50_100_ft,boston-sam,158046,100 N Beacon St,N Beacon St,42.35436982,-71.14315095,North Beacon Street & Saunders Street,443,nearest_address
11561,23GH42,Harry Agganis Way,10-32 Harry Agganis Way,IS,,2307740002,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,23GH42,,,MU,U,,,,,1,,1177632000000,blundonr,1247961600000,{9419D7E0-61D7-580D-8A09-4FCF0778877C},-71.118351866999944,42.352790506000076,STREET_FEA 1768,STREET_FEA 1768,119,derived_100_150_ft,boston-sam,340837,10-32 Harry Agganis Way,Harry Agganis Way,42.35251132,-71.11858118,Braves Field Way & Harry Agganis Way,214,nearest_address
